URL,Reason,Status
http://www.jidajia.com/kaishu/1429307.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429335.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429378.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429426.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429476.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429477.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429589.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429619.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429659.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429698.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429738.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429794.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429849.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429907.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429947.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429956.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1430003.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1430059.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1430132.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1430671.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1430720.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1430781.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1430910.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1430981.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1431038.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1431107.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1431176.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1431303.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1431344.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1432947.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1432983.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433018.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433082.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433130.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433169.html,dict['connection_error'],N
